Comments,,,,,,,,
Sir ek kam kre jo v boat machubare samudr m chlta h usme ek Red light front m lga deya jye taki emergency m Tandel jala ske aur us boat ko turant pakr ske esme koi v terrist bhag na paye ..,0,,,,,,,
"Navy ka failure tha bahut bda , 
Mujhe bahut dard ho raha hai sunte",0,,,,,,,
CIA aur ISI ne mil k ye attack krwaya tha ye puri duniya jaanti hai kyuki David Hadley ko america ki jail me band kr dena aur india ko extradite nhi krna is baat ka sabse bda proof hai..,0,,,,,,,
"Fake stroy bata rahe sir, who killed karkare by mushrif ek bar padh lo pata chal jayega. 26/11 kya hai..",0,,,,,,,
Good day for,1,,,,,,,
Sir area 51 ke bare me koi story suna do please,0,,,,,,,
Are shams ji ye sab netaao ki planning thi...ab log kab samjhoge....main target karkare ji aur jo mai office mare gye...kyu k karkareji ye netaaoki ki pol kholne wale the...aur sab ko benakaab karne wale the...isiye na kisi ne dekha na koi guards roke...aur main baad fone lar baat bhi hori hai...main baat sab netaaao ki pol khulne wali thi....isiliye sab sajish thi....apne dimaag kholo...aur such bataao....,0,,,,,,,
Agr har Insan apni duty Puri siddt se kre to laparwai Ka mtlb nhi utt ta ha ye Bharat kuch corrupt log h jinko barbadi se koi mtlb nhi sirf pese ko smjte h insaniyat jate bhd me agr jis din ye chiz khtm ho gyi to us din Bharat Israel jesa desh bn jyega,0,,,,,,,
सर्जीकल trike ki case duty sunao sir..,0,,,,,,,
Such mai ye reporter ko daam hai report karne ma,1,,,,,,,
Itni achhi topic ko jis logone dislike kor rahiho please up lok pakistan chole jao .uha aplogoke maja ayega.itni jankari dei ai sir ne,0,,,,,,,
"Jorr s bolo...pakistani bhi bolo....pakistani ki maa ka ______.
Shii soch rhee....pakistan ki maa ka bhosda",1,,,,,,,
Mumbai humle ke assli jimmedar...wo machhware hai sale.......inki kya jrurt thi utne aage jane ki...aur dushman mulk ke log glti se bhi nzdik aate hai to alert hona chahiye tha... chutiyon ko...,0,,,,,,,
Congress ki sarkar ho to Atankwadion ko hoshla mil jata hai...,1,,,,,,,
I am a huge fans of yours sir ..thanks for your stories .,1,,,,,,,
Amar singh chandel is a traitor,0,,,,,,,
Mughe lagta hai is hamle ka asli jimmedar tandel machhuara tha .,1,,,,,,,
hs3470527@gmail.com,0,,,,,,,
एवढा दिमाग लावून हल्ले करतात,0,,,,,,,
तुम्हारा कहानी बताते वक्त बैठने का तरीका बिल्कुल भी ठीक नहीं है अपनी आदत में सुधार करो,0,,,,,,,
From UP,1,,,,,,,
Ok,1,,,,,,,
Next level chutiya sarkar hai India ki,1,,,,,,,
Ye congress or pakistan ne kraya,1,,,,,,,
Bhosriwalo ko ye sab karke kya mila usme to Muslim bhi mare the Islam me kisi ka Jaan lena bohut bada gunaah hai iski mafi nhi hai,0,,,,,,,
Bohut galat hua tha ye pata nhi aisa q kya,1,,,,,,,
Sirji Ur episode comers only on YouTube or it released on ask take also,0,,,,,,,
Talvar case ki story sunao sir,1,,,,,,,
Jab kasab ko pakda to pkka hua ki y pakistan ne kiya fr india 🇮🇳 ne kuch kiya pakistan ko,0,,,,,,,
Salute to you....,0,,,,,,,
https://youtu.be/xdvce-8LxNE,1,,,,,,,
Pta nhi kab Force serious hogi hamari... 😞,0,,,,,,,
O jhand samjhae hogee,0,,,,,,,
Hii sir,0,,,,,,,
सारी बातें सुन कर पता लगा केसे हमारी पुलिस लापरवाह करती है जब ये अंदर आये उस टाइम पर ही जब किसी ने फ़ोन किया उस टाइम पर ही आ कर पकड़ लेना चाहिये,0,,,,,,,
साले पाकिस्तानी इतना दिमाक अपने देश को सही करने में लगाते तो आज वहा ग़रीबी से लोग नहीं मरते,1,,,,,,,
Good,1,,,,,,,
Police vale ko suspend kyu nh kia,1,,,,,,,
sansar aapko Dil se salute aapke AAP news ki duniya ke Badshah hai aap Jaise satik baat samjhane wala aapki news Charan mein aapko bhi koi bada aadami nahin hai Jay Hind,0,,,,,,,
"Shamsh sir....aap jaise,Mohamad arif Khan shab,rizwan Ahmad,kalam sahab jaise musalman logo ki zaroorat h iss desh ko....",0,,,,,,,
Mumbai police bekar hai...khali paisa khao rishwat khor police bharti hai.,0,,,,,,,
Feeling uncomfortable in telling islamic atankwad,0,,,,,,,
Shams sir Sharam karo ye hadsa nahi islami jihad tha,0,,,,,,,
Ye islami atankwad hai,0,,,,,,,
All name starts with A,0,,,,,,,
"Al hussaini mtlb pak isi ...Pak isi mtlb daud...daud be zarur ispe helping hand dia hoga tabhi direct machhi market tk laga Inka speed boat.
20-22 saalke aise kitne naujawan yahan India me bhi Hain....RAW Bhau ko inko bhejna chahiye lakhvi aur Hafiz ko thokne",1,,,,,,,
Suhan opretion hatana usme hi se bahot buri by aarahi hai,1,,,,,,,
🙏🏻🤝❤️,1,,,,,,,
"Hi Sir, I wanted to know, what happened to the reporters who covered sensitive footages of NSG and police action at the time of attack?",0,,,,,,,
Ur cool sir,1,,,,,,,
Muje lagta hai .Wo speed boat unke liye tayyar thi. Kyunki roa ki baat bhi light main liye.,1,,,,,,,
Sir muje to lagta hai. India ki politics mili hui hai.kyun ki 2006 se trinig shuru hui aur 2006se hi Navy aur patrolling hatai gayi.kuch to gadbad hai,0,,,,,,,
Jis tarike se aap sachi storys details mein sunate hai maza aa jata hai sun ke sach mein.  jb se mai sunna chalu kiya hu.tb se mai movie dekhna chhod diya hu?,1,,,,,,,
Sir kya aap mamiya survey ki story bta sakte h kya,1,,,,,,,
wo indian dress kahan laye the,1,,,,,,,
"eaka badla nahi liya gaya,lahore  ko target karna chahiye,",1,,,,,,,
Apne yahan ka police bahut madarchod hai.,0,,,,,,,
Mujhe to lagta hai 100 no. Par call karne se achcha... Aaj Tak ko call karna chahiye,1,,,,,,,
Thnx sir,0,,,,,,,
Sir....Your big big fan....,0,,,,,,,
Bjp hoti to mission fail ho jaata in saalo ka Congress ki naakami ki wajah 26/11 attack hua,0,,,,,,,
Ranveer sena ki Story bihar wala nhi sunaiyega,1,,,,,,,
Dubai. NAJURL📲,0,,,,,,,
"Main dikat yaha pe yahi h police madherchod kv seriously leti nhi h
Nirbhya k case me v yahi hua-paheli mobile aur paisa chori ka arop police kl btya gya tha
Atankwadi mauka deti padkne k liye lekin ye madherchod nind marte h hmre tax k paiso pr",1,,,,,,,
Bloody police,0,,,,,,,
Yar good sach bolta hai,1,,,,,,,
Haraami pakistan ko es se kya fayada.,0,,,,,,,
Sir aap itna detail me smjhate hai to hm aapse ek requist krna chahata hu ki aap history pr bhi story sunaye with vedio jaise  aapne opretion thander bolt ki sunai thi sir mai ssc ki taiyari krta hu ager aap history ke vedio bnayenge to student logo ka history ka consept clear ho jayega kyo ki aapka smjhane ka tareeka bahut achha hai  I hope u sams sir pls. I requist u thanks,0,,,,,,,
Sresant match k history,1,,,,,,,
"sir ne Jo bataya ki , machli market se hi police ko cl kiya gya tha , isse samjh aata hai ki hamari hi laparwahi hai aur itne begunah log mare gye , patrolling hata di gyi, gussa to bahot aata hai 👿👿👿",0,,,,,,,
24.00 kasab ne uski maa ko bataya K woh muzhaddhin van gaya hai.... Aur uski mother  ney usko Jane diya....waaaaaaah,1,,,,,,,
26 11 में भी मिलीभगत थी ऐसा लगता है,1,,,,,,,
कसाब मुसलमान था,1,,,,,,,
"हर एक दहशतगर्द तंज़ीम वहाबी है तंज़ीम है,, 

ख़्वाजा गरीब नवाज़ के मानने वाले कभी दहशतगर्द हो नहीं सकते,, 
ख़्वाजा जी की हुक़ूमत 800साल पुरानी है,,, 
लेकिन आज तक़ कोई बता नहीं सकता के किसी सुन्नी सही उल अक़ीदा मुसलमान ने किसी बेगुनाह को क़तल किया,, 

वहाबी,,, आतंकवाद मुर्दाबाद,,",0,,,,,,,
"आतंकवादी हमला था ,कोई हादसा नहीं था ,प्लान कर जान बूझकर निर्दोष लोगों को मौत के घाट उतारा",1,,,,,,,
Khairlanji kand ki kahani sunaiye please ...,0,,,,,,,
"Go for 1.25 x





Thank me later",1,,,,,,,
Sams sir dusre wale ko htao unki baate baar repeat krte rhte h mja ni aata unki story me,1,,,,,,,
Harek aatankwadi musalman hota hai.....,0,,,,,,,
Iov you,1,,,,,,,
KOLKATA  triple murder case bataea,1,,,,,,,
Apne hi bik jate h,0,,,,,,,
Congress ki sarkar thi esile,0,,,,,,,
Story,1,,,,,,,
100नमबर पर भी टेलीफोन पर करने पर भी पुलिस कार्रवाई नहीं।थुको इस पुलिस पर,0,,,,,,,
Hi Sir how r u,0,,,,,,,
Nice sir,1,,,,,,,
Sams sir i like you,0,,,,,,,
शम्स ताहिर 👍👍🙏,0,,,,,,,
Sir me 1962 ki war India chaina iske bare me sunaiye,0,,,,,,,
"BAHUT MZA AA RAHA HAI, VERY GOOD STORY, CARRY ON",0,,,,,,,
Pakistan  ki ma ki choot,1,,,,,,,
Up polish kisi atankvadi se cam nahi hai,0,,,,,,,
Aapke sab kahani se yahi sikh milti hai ki police aur kanoon bhi kitni madarchod h yaha k,1,,,,,,,
Mumbai ke aam nagrik ne apna kaam imandari se kiya or unhe mumbai me ghuste hi shak hone pr police ko call kiya pr fir wahi police hamesha apna kaam or furz nibhane me kaam chori krti h or aise bade hadse hote h,0,,,,,,,
"Sir, you are a legend in your own right.",1,,,,,,,
Mumbai police was informed bout this attack but these marathis were sleeping and eating vada pav and fuc##in#g each other that's why it happened. The low level Intel info was not acted upon😊.,1,,,,,,,
सर जी बिहार मे रणबीर सेना के बारे  मे बतिए,0,,,,,,,
Sar Mein Sarabjit Kaur ki kahani Sunna Chahta Hun Jo Pakistan ki jail mein paise hue the,0,,,,,,,
Kashmiri pandito ki bhi kahani batao sir,1,,,,,,,
"ਸਾਨੂੰ ਮਾਣ ਸਾਡੇ ਦੇਸ਼ ਦੇ ਪੁਲਿਸ ਅਤੇ ਫੋਜ ,ਹੋਰ ਆਰਮਡ ਫੋਰਸਜ ਤੇ ।",0,,,,,,,
Ye congress sarkar ki milibhagat hai,0,,,,,,,
"Fee days ago I taunted you sir, about your Islam, I am sorry you are true Indian Muslim...but still I have read 5 times The Qur'an, and there is still lots of things to be reformed...who will do that? Sir Mohamad paigambar SAW and PBUH...will be eternal...Ram k liye kon Muslim bolega, kab bolega, hum toh Abhi bhi kafir hai, aur aap Abhi bhi jihadi",1,,,,,,,
Congras ak chutia party hai,1,,,,,,,
Love u sir I regularly follow u,1,,,,,,,
45:02:00,0,,,,,,,
Indian govt zero sb pta fir v kisi ko kuch nhi huya ...mosad ko dekho ik ik bande ko dhund kr mara,0,,,,,,,
Congress ne etne din tak fasi kyo nhi di 😡😡,1,,,,,,,
Es par film ban sakti he muje laga me moovi dekh rahi hu,0,,,,,,,
27 september ko jane wala programme cancel hone ke baad unki swimming boat chalane or speed boat ki training dena ya to unki plaanning me kami thi ya aap galat bata rahe ho. iska matlab ye hua ki un ladko ko agar 27 september ko hi bhej diya jata to wo ye sab cheeze nahi sikh pate.,1,,,,,,,
शम्स ने बहुत ही चालाकी से यह साबित कर दिया कि गरीब और बिगड़े बच्चे ही ऐसा कर सकते हैं बाकी मुसलमान तो शांति के दूत है,0,,,,,,,
hmari hi galti h ye,0,,,,,,,
Sir m apki story summa chat I hu ap kese pauche yha tk btaye,0,,,,,,,
Pkmkb,0,,,,,,,
Sir pehle gujrat aur mumbai area mein hi navy police aur army guarding karte hain kya aur jagah nahin?,0,,,,,,,
jo pahale 10 name bataye the usme Ismail ka name nhi tha fir baad me ismail lead kaise krne lga .,0,,,,,,,
"सर हमे शाहिद करकरे की मौत पे डाउट आता हे।।। उनको शायद साज़िस के तहत मारा गया हे ताकि लगे कि 26/11 में शहीद हो गए । एक बार ""who killed karkRe"" किताब पढ़ लेना ।",0,,,,,,,
Sari duniya jaanti hai ker kare saab ku marne ke liye itna bada plan racha gaya saadwi aur bade bade lideron ki polkhulne wali thi aap sahi baat nahi batare,0,,,,,,,
Atankwadi musalman kiu hote he? Islam pura kya atank ka soudagar he?,0,,,,,,,
Us tym samundra me india ki koi v submerin active nhi thi kiya,1,,,,,,,
उस समय कॉंग्रेस की सरकार थी 2 साल से  पेट्रोलिंग हटायी गयी इसमे पुरा का पूरा हाथ सरकार की थी,1,,,,,,,
"Questions are showing how we care and serious ,we. Common people. We deserve it.sorry.",0,,,,,,,
"Indian Goverment Ke Kai Bade Afser Is 26/11 Ke Hamle Me Samil Hoge Tabhi To Swan Operations 2006 Me Band Karva Diya Or 
Machi Bazhar Hab In 10 se Ek Atankvadi Ek ladies Ko Takraya Tab Waha Ke Log Ajeeb Mehshoos Karne Lage Un logo Ne 100 No Police Ko Call Kiya Per Officer Koi Hoga Aisa Karke Sab 26/11 Kise Ne Rok Ne Kossice Nahi Ki",1,,,,,,,
"Great work sir, 😊 😊",1,,,,,,,
शम्स जी बहोत बढ़िया तरीकेसे आप कहानियाँ बया करते हैं... एक गुजारिश है आपसे... अगर आप 1993 के मुंबई बम धमाकों की पूरी वारदात बता सके तो हम जरूर सुनना चाहेंगे.... शुक्रिया,1,,,,,,,
जितनी मेहनत आतंकवादी आतांकी training मै करते है अगर वो पढाई मै लेंगे तो अपने देश को काफी आगे ले जातें,1,,,,,,,
पाकिस्तान madarchod tha h aur rhega.. Modi ji jo kr rhe h thk kr rhe h,1,,,,,,,
Please make video on why 99% terrorist belongs to islamic community ...,1,,,,,,,
Jai hind Mera India mahan he ilove my India,0,,,,,,,
Sir Asallamwalekum   hamko kargil vijay  par kahani sunana hai   aur pure soldier with name,0,,,,,,,
Unlike krne wale sab Pakistani log hai🤣🤣🤣,1,,,,,,,
Sams Sir ur voice  .... ..is the best  😍😍😍😍😊😘,1,,,,,,,
Sir please 🙏 30 October guwahati serial blast ke bare main batayain,0,,,,,,,
Sir aapka bat Karne ka andaz bahut axa hai,0,,,,,,,
Sir aap bahut axe hai apki Kahani sunte sunte Mai so jata hu,0,,,,,,,
Punjab C m bant singh,1,,,,,,,
Apke pore show dekrha muje bhut Acha lgte h ap se request h ki Thailand ki gufa. tunnel . Story sonega.plz,0,,,,,,,
Sir me Thailand me rhta hnu or apke,1,,,,,,,
Good,1,,,,,,,
Former IPS officer Mr. Hasan Mushrif wrote 'Who Killed Karkare?'  Read the book Shams saheb!  You will find the truth in it!,1,,,,,,,
ये सीधा सीधा उस गद्दार कांग्रेस की वजह से हुआ जिसमें बेचारे बेगुनाह लोग मारे गए काश उस दिन गांधी परिवार भी उसी होटल में होता तो इस पार्टी का निसान मिट जाता,0,,,,,,,
Pakistan jindabad,1,,,,,,,
#ST- Khan saab aaj tak ka koi tv channel or web chanel jann muddon ko dikhata hai kya???  Manoranjan ke liye to aapke channels sabhi thik hain.,1,,,,,,,
Yani india na 1993 ka bd 26/11 karwana ma india k custom walo ka haat bhi ha....hahahaha.....apni la parwai apni galti ko dosro pe thopna koi india sa seekha...😂😂😂,0,,,,,,,
Sirf isi na bola karo...world best intelligence company bola karo...duniya walo,0,,,,,,,
Story achi ha....aur har story suchi ni hoti.... pakistan zindabad....sabit karo phr baat karo....warna bhookta raho...,1,,,,,,,
ऐसे सैकड़ों प्रमाण हैं कि जब घटना घट जाती है सब कुछ ख़त्म हो जाती है तभी पुलिस आती है.. जब सब बरबाद हो जाता है उसके बाद मुश्तैदी दिखाती है पुलिस..... फ़िर अंधेरे में हाथ पान्व मारती है,1,,,,,,,
कट्टरपन्थी विचार और मानसिकता ही आतंकवाद की जननी है.... ये सिर्फ़ पाकिस्तान पर ही नहीं अपने देश के कुछ लोगों और संगठन पर भी पूरी लागू होती है ऐसी सोच ही देश की बर्बादी का पहला क़दम है....,0,,,,,,,
"आतंकवाद के नाम पर पाकिस्तान तो पूरी दुनिया में बदनाम है... लेकिन हमारे देश के ही लालचीऔर अवसरवादी नेता, मंत्री अमीर लोग जिनका आपराधिक इतिहास रहा है जो अपने ही देश को खोखला करके बर्बाद करने पर तुले हैं उन भीतर के दुश्मनो पर कौन नज़र रखेगा उनके अपराध की सज़ा कब और कौन देगा या कैसे मिलेगी ...जबकि सी बी आई की विश्वसनीयता ही सन्देह के घेरे में है ....मोब लिन्चिन्ग क्या सामुहिक अपराध की श्रेणी में नहीं आता गुजरात में जो हुआ क्या वो सही था क्या वो अपराध नहीं था क्या उसके गुनाहगारो को सज़ा मिली... जिस तरह पाकिस्तान में फ़र्ज़ी संगठन भोले भाले गरीब और दिमाग से खाली लोगों को जेहाद के नाम पर  कश्मीर की आजादी के नाम पर और भी कई चीजों के नाम पर दिग्भ्रमित कर रहा है ठीक वैसा ही अपने देश में भी कुछ लोग कर रहे हैं कुछ संगठन कर रहे हैं वो अपने देश को  बहुत ज्यादा नुकसान पहुंचा चुके हैं और अभी भी पहुचा रहे हैं....",1,,,,,,,
Kya humare Raw ke agents unlogo ko jo master mind the 26/11 ke unhe maar nai sakti aur wo jo log mare gaye is attack mai unhe insaaf dila nai sakte Pakistan mai reh kar,0,,,,,,,
Veri nice video....,1,,,,,,,
Mumbai Jaan h hamari...... Love Mumbai 👍,1,,,,,,,
Sir muje q aisa lag rha jaldi Fir Mumbai kuch bada hone wala h Pls Tc n tack all.....maro in mc logo ko aatankwadi ko bc,1,,,,,,,
It is the result of big failure and negligence of our system,1,,,,,,,
कांग्रेस सरकार के लापरवाही से से हादसा हुआ,0,,,,,,,
Great job,1,,,,,,,
Pakistan ki ma ke bhosde me kitne lund 👇👇👇👇👇👇,1,,,,,,,
Badi chook thi. Operation swan ko nahi khatm karna tha,1,,,,,,,
Nice,0,,,,,,,
Great,0,,,,,,,
"98-99% मुस्लिम भारत का विनाश चाहते हैं,  

ओर उनको यह नही पता? कि वो सिर्फ हमेशा की तरह हिन्दुओ की मानवतावादी संस्कृति,

और 1 या 2% भले मुस्लिमों की वजह से बचे हुए हैं,

लेकिन अब हिन्दुओ के सब्र का इम्तिहान हैं,

800 सालों का गुस्सा पनप रहा है, घरों से निकाल निकाल कर उधेड़ेंगे,

ओर अब पृथ्वीराज चौहान की तरह माफ् करने वाली गलती नहीं दोहराई जाएंगी,

जय हिंद, जय श्री राम",0,,,,,,,
thank you shams sir,0,,,,,,,
Police waale nikame hai,1,,,,,,,
Incredible ❤️ anchor.,1,,,,,,,
Har jhhaj me emarjshe  seyanshar Diya jae ke jhhaj ko haijaq ho gya gai,1,,,,,,,
terrorist k namme politics ho ga ya,1,,,,,,,
Aap ye sab kaise jante hai,1,,,,,,,
"मुस्लिम आतंकवादियों ने खून खराबा किया और यहां एक मुसलमान वो दास्तान सुना रहा है। 

खुश तो बहुत होंगे तुम रिपोर्टर।",0,,,,,,,
Pakistan ek bahut bada bemari hai Jo hamare desh me bemari bhejta 💇,1,,,,,,,
INDIA DIDN'T GIVE ANY MILITARY RESPONSE TO PAKISTAN AFTER 26/11...SHAME ON CONGRESS,1,,,,,,,
sir my aap ki caraim tak sunta hnu par eh.janana chahta hnu ke (SADDAM HUSAYEN)Siya.tha.ya.Sunni.tha?,0,,,,,,,
sir kaya Aap (islaam)me Biswaas Rakhte hy,0,,,,,,,
sir kaya Aap schachai sunate hy ya kahani batate hy¿,1,,,,,,,
Yaar in hamlo me aam log he lying marte h bholiwood Star Kyushu nahi marte..,1,,,,,,,
"Patroling Isliye Hatayi Gayi Kyunki *SAUDIARABIA* Se Funding Aa Rahi Thi Na ? 
Ajmal ki Fasi ko islyiye late fasi di, Kunki MC indian Court Wale Ko Saudi se funding aa rhi thi",1,,,,,,,
Tum salaam ha or ham bi duva ma yed rakhana,1,,,,,,,
Tum hak ha des ka p.m.banna cahiya,1,,,,,,,
Terrorist to be hanged to death,1,,,,,,,
Atankwadi ka koi mazab nahi,1,,,,,,,
उस वक्त मुम्बई पुलिस हिंदू मुस्लिम में व्यस्त थे खैर जनाब देश के आजादी में बेजेपी आर एस एस का क्या योगदान रहा हैं उस पर विडीयाे बनाइए पलिज,1,,,,,,,
Gopinath ji munde ki kahani sonao sir,1,,,,,,,
SAB Congress ki ma ka bhosda,0,,,,,,,
Aatankwad ka koi mazhab nahin hota,1,,,,,,,
In sb incident ki vajh hai Muslim ki entry India mai vrna ye fight kabhi nhi hoti na India ka partition hota,1,,,,,,,
लाल बहादुर शास्त्री की मृत्यु की कहानी सुनाइयेगा सर,1,,,,,,,
ये कांग्रेस की साजिश थी।😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡,1,,,,,,,
Video sahi nai bna ruk ruk ke sal raha h,1,,,,,,,
"Hello Sir, My self Tapash Bharadwaj from Guwahati, Assam. I am a great fan of yours. I really like your stories. I do have a request to you. Sir, If you happen to meet any terrorist at any jail who is sentenced to death or life imprisonment,  Please insist him to write a book on his life story during his jail period. The book should contain the terrorist's entire life story till his death penalty day. Later on if govt publishes those books & if such books reaches to such section of people who try to become terrorist, it may stop them from becoming terrorist. The young generation should understand that Jihad is nothing but a brain washing mechanism  to their generation. The end result is ""Suffering in hell"".",1,,,,,,,
sar aap bhut accha bolte ho ...great job sar ji,0,,,,,,,
Nice sir,0,,,,,,,
Sir Dhaka 🇧🇩 attack Ki story sunaiye please,1,,,,,,,
Sasun daackyard jagah ka naam h kulaaba yahi aaye the aatanki mai yaha bahut baar gaya fish pakadne,0,,,,,,,
Project 'SWAN' .... Sea Will Always Neglected,1,,,,,,,
"पहले सोचा था के आप सिर्फ बोल रहे है, कोई visuals नही है, बोरिंग रहेगा
पर  पुरे youtube पर एक ये ही विडिओ है जो बताते है के पाणी के रास्ते ये दहशतगर्ड कराची से मुंबई कैसे आये.

बहुत शुक्रिया आपका",1,,,,,,,
Bhai pehle to clear karo yeh haadsa nhi thaa saazis thii,1,,,,,,,
Isme congress sarkar mili Hui thi. Isko Hindu atankwaad sabit karne ke liye kasab ke logoon ko hath me kalawa band k mangwaya tha congress ne isliye operation swain ko band kar Diya Gaya tha 2 saal pahle.,0,,,,,,,
Bhnchod apna hi navik apno ki mar gya,0,,,,,,,
नालायक नहीं मादरचोद रंडी की ओलांद है।,1,,,,,,,
Balakot air strike story,0,,,,,,,
A very nice initiative by this journalist.26/11 happened due to the casual approach of the Maharashtra govt and police as also because of Congress at the centre!,1,,,,,,,
very good sir....,0,,,,,,,
कियु ना कश्मीर का नाम बदलकर श्री राम रख दिया जाय पाकिस्तान कभी नहीं कहेगा कि श्री राम हमारा है,1,,,,,,,
U r 1 of the best anchor of the Hindi world sir.. ur way of expanding the fact 4 commons people's is so good..@Jaihind,0,,,,,,,
Nsg commandos or policeman saheed hue the aap maut mt bolo,1,,,,,,,
"Sir 
Manya surve ki story karo",1,,,,,,,
Sir you are amazing !,0,,,,,,,
Sir Pablo Escobar ki story suna do sir,0,,,,,,,
Ak vi commando nhi mara tha year kya bakwas karraha hai reply me??,1,,,,,,,
"dnt b panic sir,cool,we know u,relex,no need to hurry,on camera we can see u",1,,,,,,,
and,1,,,,,,,
great stuff! but very annoying to hear you lick and suck on your lips every few mins,0,,,,,,,
"Shams sir you are great 
Destroy terrorism is humanity enemy",0,,,,,,,
"Shams sir you are great 
Destroy terrorism is humanity enemy",1,,,,,,,
Pakistan Muddana’s,1,,,,,,,
तीन बोट से सफर किया ओ बोट  के मलिक कोण हैं,0,,,,,,,
Chara ghotala story,1,,,,,,,
"Namaste, can you make a show on the deaths at the Sai Baba Ashram at Putaparty",0,,,,,,,
Aap sir live kb ate hai,1,,,,,,,
Pak madarchod,0,,,,,,,
Plan bnaya tha kisne,1,,,,,,,
Sir mujhe aapka har show bahut accha lagta h aur aap actor sanjeev kumar jaise lagte h,0,,,,,,,
Nice video sir apke sabhi video bahot hi rochak. Or gyanwardhak Hoti h,0,,,,,,,
We can improve our general knowledge through this video sir! Thanks.,1,,,,,,,
Tum log jooth buhat acha bulty ho 😃😃😃😃🐵🐵🐵🐵,0,,,,,,,
Jooth,1,,,,,,,
बहुत गलत किया,0,,,,,,,
शम्स जी को मेरा ढेर सारा प्यार,1,,,,,,,
मेरा ढेर सारा प्यार,0,,,,,,,
Raw ki news ko halke me nahi lena chahiye,1,,,,,,,
laxmanpur bathe KI kahani aur sunaye,1,,,,,,,
Sir please aap aapni wajan loss karo itne mast program hya our aapki awaj ko active nai hone deti aapki wojan sir please kai kirkirasa sa lagta hya par program xodne ko man nai karta hya mast hya program but please aapni wojan loss kare please ea motapa ki he karan hya sir,0,,,,,,,
Shayad Humara system agar Sakhti Rakhta To Wo saaale M.........d Mumbai ke bahar Pakad lete😠😠😠😠,1,,,,,,,
Namaste y.sar...apki.kahaniy.mujhey.achilagtiy.hai.sar,0,,,,,,,
Sams tahir bhai mujhe dawood bhai ki kahani sunna hai wo batao wo kaise ban gaya don wo bhi itna bada international,1,,,,,,,
Isse ek baat toh te hai ho gahi garib log hote hai unko atankbadi banate hai unko ye bolte hai aapki garibi door ho jayegi is liye Ye hafiz saeed ki baato main aajate hai lekin sabse badi chiz ye hai garibi door karna,0,,,,,,,
or bhai ye hamla musalmano ne kiya pehle to wo musalman the or baad mei pakistani the isliye kasmir k bare m b batao na warna mei bataunga fir musalmano ne kya kiya kashmir mei or iss se b bura kiya or aaj modi ne maa bahan kar di uspe tu kuch na bol rha 2 badi ghatna hui ek uss din jis din katwe musalmano ne hinduo ko bhaga diya or ek kal jisme modi ne rasta khol diya hamare liye k ab hum innn madarchodo ko waha unki aukaat dikha de iske upar b bana video bhai,1,,,,,,,
Yee totally hmaraa failure hh ..!!,1,,,,,,,
Eh hai oh log Jo apne des k lye Jan de dete hai yahan k log apne des ko hi loot rahe hai,1,,,,,,,
Aapka  pahla  progam  hai desh me aapse  sab  jankari  malun pad jati  hai ki es case me kiya huma tha,0,,,,,,,
sir kabhi rupinder gandhi ki kahani sunao na,1,,,,,,,
Sarjikal strike ki kahani jarur sunayega sir,1,,,,,,,
Apaki video bigada jata he,0,,,,,,,
Mana Pani ke raste aaye lekin koi bhdwa to India ka mila huwa tha,1,,,,,,,
Best of luck sir,0,,,,,,,
Pakistan ma 70 hzar log mar chukay ha atangwadi hamlo ma ap log sirf 26/ 11 ko rotay rehtay ha kbi hmaray sath be afsos kia karai peshwar ma ye afghani bacho ko zibah krtay rahay ha,1,,,,,,,
Us waqt Mumbai police hijre ke jaise thi ..sirf nihatto ko marne ke kam ki thi ...shayad abhi bhi,0,,,,,,,
Dislike krne baale Bo Gaali soch len Jo Sbse Gndi ho,1,,,,,,,
"They were not 10, they were 15. 5 of them escaped live when there was a rescue operation in Taj and Trident. One of terrorist's last mobile location was found near Panvel. They dressed up like civilians and disguess as a hotel tourist. Even it's there in police records that few terrorists were escaped and cell phones and SIM cards found in various parts of Maharashtra.
One more thing you skipped that these 15 people already been to Mumbai earlier for reki. Because first-time visiting person will not be sharp enough to locate all the places according to the situation.",0,,,,,,,
You have mentioned in the description ki 2008 mumbai hamle ke baad bharat ko aatank ke khilaaf koi khaas kamyabi nahin mili.. jo ki bilkul galat hai.. India ne aatank ko mitane mein bohot tarakki ki hai aur eint ka jawaab patthar se bhi diya hai.. remember Modi ji ne kaise pakistan pe hamle karaye.. after Uri and Pulwama,0,,,,,,,
I like story😀😀😀,1,,,,,,,
Moral of the story Pakistani mulle madharchod hote hai,1,,,,,,,
"Mr Shams Sir 
U r the best  journalist",0,,,,,,,
Nice sir,1,,,,,,,
Ya to soçh he Hindustan me Muslimo ke sat bhut julum hota he ab Jo halat he Hindustan ki Pakistan se  Nahi Hindustan se Ajmal kasab poida hoga,1,,,,,,,
Bhai sahab abb thoda yeh bhi bata dena ke pulwama ka hamla kaise hua..waha tak RDX kaise poucha...????,0,,,,,,,
Pakistan🇵🇰 ki ma ki chout,0,,,,,,,
"Maa chud jayegi pakistaniyon ab Kashmir azaad Karne main modi fad ke car Kar dega Jo Hindustan ki taraf aankh uthyega
Hindustan zindabad",0,,,,,,,
Assam ka ulfa ke bare main boliye sir,1,,,,,,,
India ka most wanted RSS bjp,0,,,,,,,
